ITEM: TIMESTEP
300000
ITEM: NUMBER OF ATOMS
3684
ITEM: BOX BOUNDS pp ff pp
0.0000000000000000e+00 2.8000000000000000e+01
-5.0000000000000000e+00 2.7000000000000000e+01
-1.0000000000000000e+00 1.0000000000000000e+00
ITEM: ATOMS id x y vx vy diameter 
475 21.3529 15.0893 0.560864 -0.000193176 0.46 
476 2.54299 7.10551 0.535241 0.000787179 0.46 
477 21.6615 2.51432 0.531021 -0.000107279 0.46 
478 25.1768 2.42743 0.537197 0.0212111 0.46 
479 12.1011 19.1237 0.500109 0.00955813 0.46 
480 20.618 4.38014 0.532405 0.00620745 0.46 
481 17.1367 2.49276 0.57568 -0.043862 0.46 
482 22.2278 21.4437 0.212783 -0.0100516 0.46 
483 7.60479 0.576413 0.129749 0.0223936 0.46 
484 8.40053 20.2545 0.397144 0.0278167 0.46 
485 21.6936 11.0286 0.564974 0.0143973 0.46 
486 15.2008 12.9502 0.539938 -0.0114415 0.46 
487 0.621315 16.7618 0.492505 0.0336874 0.46 
488 21.2223 12.1072 0.567718 0.00853391 0.46 
489 2.87676 21.4171 0.235868 0.010656 0.46 
490 25.0095 9.68239 0.561076 0.0144319 0.46 
491 10.2848 6.07327 0.529337 -0.0104404 0.46 
492 12.254 9.05743 0.54943 -0.0105489 0.46 
493 27.7276 11.5637 0.553717 0.0285651 0.46 
494 18.6745 9.12982 0.55083 0.00795843 0.46 
495 23.1697 7.33271 0.537753 0.0303699 0.46 
496 9.24877 13.3842 0.539233 0.00846033 0.46 
497 22.8317 3.69087 0.530986 -0.0110429 0.46 
498 1.414 11.9436 0.544266 0.0181042 0.46 
499 14.4215 9.14519 0.547721 -0.0108652 0.46 
500 21.1987 12.6006 0.56761 -0.0103235 0.46 
501 19.554 7.01219 0.558904 0.014314 0.46 
502 23.7153 3.75815 0.531835 0.00176891 0.46 
503 26.9793 14.1264 0.534002 0.0411195 0.46 
504 17.016 6.98462 0.549086 -0.000903635 0.46 
505 4.25593 10.9578 0.542981 0.0150635 0.46 
506 23.1818 9.77398 0.552305 0.0236917 0.46 
507 14.9503 0.169795 0.181015 -0.00522036 0.46 
508 18.5105 6.62412 0.554563 0.0289338 0.46 
509 23.2742 3.72265 0.530923 -0.00425764 0.46 
510 10.2043 0.646456 0.41153 -0.0679595 0.46 
511 8.98107 5.71352 0.519778 -0.0157134 0.46 
512 23.5211 9.55395 0.551154 0.0202356 0.46 
513 24.6869 11.9676 0.55579 0.013461 0.46 
514 11.3143 15.0978 0.524192 0.00815096 0.46 
515 5.69308 19.9258 0.342861 0.00567396 0.46 
516 7.70606 5.31502 0.518966 -0.0270118 0.46 
517 23.6968 8.91083 0.545728 0.0240121 0.46 
518 26.2735 21.818 0.20595 -0.00035231 0.46 
519 0.553093 13.9834 0.535844 0.0221826 0.46 
520 16.6894 3.96354 0.558559 -0.0306328 0.46 
521 26.1832 19.9322 0.378599 0.0273117 0.46 
522 24.0338 14.511 0.581018 0.0501785 0.46 
523 1.46394 18.7202 0.493048 0.0591462 0.46 
524 11.0214 21.8082 0.150431 -0.0126881 0.46 
525 6.21572 1.34162 0.491204 -0.039155 0.46 
526 17.7595 21.4594 0.21131 0.0178624 0.46 
527 23.3989 13.0648 0.569105 0.0559235 0.46 
528 0.0884985 1.88903 0.447037 -0.0101119 0.46 
529 9.15629 15.5088 0.520338 -0.00291353 0.46 
530 7.11133 1.35468 0.538526 -0.104894 0.46 
531 24.4786 11.1313 0.567053 0.00926553 0.46 
532 4.27326 20.6944 0.273706 0.0285078 0.46 
533 12.4415 4.05464 0.523103 0.0358235 0.46 
534 24.3999 10.7096 0.566245 0.00975166 0.46 
535 8.08237 8.9134 0.543146 -0.00544974 0.46 
536 12.7059 5.24602 0.566419 0.0158108 0.46 
537 25.7605 5.80129 0.525706 0.0298129 0.46 
538 23.2557 14.1336 0.576078 0.0541142 0.46 
539 3.25681 10.3566 0.545205 0.0159028 0.46 
540 25.0816 0.549986 0.363139 -0.0187556 0.46 
541 27.4299 11.8956 0.553993 0.0304983 0.46 
542 8.15049 18.0167 0.489433 0.00930311 0.46 
543 1.1446 8.71791 0.547074 0.0163304 0.46 
544 6.00586 4.85557 0.520105 -0.023741 0.46 
545 27.073 5.80736 0.527363 0.0305692 0.46 
546 24.0024 15.3761 0.569387 0.0483515 0.46 
547 6.56792 19.8868 0.361849 -0.0363109 0.46 
548 8.65789 0.976481 0.620737 -0.093682 0.46 
549 18.6969 18.107 0.523641 -0.0504363 0.46 
550 0.318455 20.6579 0.266801 0.0356978 0.46 
551 25.6694 1.73186 0.448758 -0.0267876 0.46 
552 27.5896 9.93818 0.547976 0.020361 0.46 
553 27.6634 12.7134 0.544672 0.0304533 0.46 
554 7.10422 12.3936 0.536048 0.0132469 0.46 
555 24.0387 8.60454 0.544279 0.023229 0.46 
556 4.42823 12.1778 0.5332 0.0114655 0.46 
557 16.6997 3.22571 0.552286 -0.0310529 0.46 
558 9.54528 6.24698 0.525405 -0.0102962 0.46 
559 0.0329547 14.5639 0.532122 0.0272812 0.46 
560 18.2769 10.2242 0.547689 0.000654982 0.46 
561 19.037 10.2498 0.553162 0.00350057 0.46 
562 22.4578 10.1768 0.55516 0.0179932 0.46 
563 13.3438 19.5727 0.508979 0.0283997 0.46 
564 27.679 17.1759 0.492685 0.0743791 0.46 
565 24.9002 12.82 0.5401 0.0166932 0.46 
566 20.5375 11.5989 0.562259 0.00470652 0.46 
567 4.95991 2.25441 0.484945 -0.048806 0.46 
568 20.9574 9.23693 0.553613 0.0136336 0.46 
569 22.4015 4.42371 0.53397 -0.00898745 0.46 
570 20.6727 19.0153 0.42152 -0.0527265 0.46 
571 14.1962 4.94503 0.558226 -0.000901211 0.46 
572 3.02563 16.3913 0.509348 -0.00840002 0.46 
573 1.44527 7.20194 0.549546 -0.00685314 0.46 
574 16.7178 0.174691 0.17895 -0.00750762 0.46 
575 15.637 12.9609 0.540621 -0.0135262 0.46 
576 27.4948 13.5457 0.535524 0.0353681 0.46 
577 19.236 0.988639 0.455991 0.0199882 0.46 
578 19.8809 12.9923 0.561465 -0.004892 0.46 
579 5.57075 4.77985 0.519588 -0.0146479 0.46 
580 11.2855 6.74662 0.551051 -0.0331064 0.46 
581 5.24125 21.8185 0.216521 0.00498956 0.46 
582 26.0585 11.19 0.559972 0.0249617 0.46 
583 9.73822 14.9995 0.526265 -0.00149056 0.46 
584 20.1768 4.38049 0.525014 0.0103079 0.46 
585 23.2808 5.25487 0.537274 -0.0047175 0.46 
586 11.6148 17.3066 0.520183 0.00725862 0.46 
587 19.798 5.88546 0.546925 0.0143363 0.46 
588 3.12207 8.75022 0.546336 0.0126067 0.46 
589 25.4398 13.4455 0.549744 0.02618 0.46 
590 10.6702 20.6095 0.437765 -0.062959 0.46 
591 9.02626 14.7751 0.525256 -0.000643741 0.46 
592 4.557 17.9474 0.499074 -0.0152644 0.46 
593 4.79047 9.1287 0.546251 0.00908686 0.46 
594 1.06989 15.0216 0.527098 0.0144715 0.46 
595 3.73082 6.266 0.514348 -0.000110953 0.46 
596 26.4135 19.5482 0.413307 0.0462716 0.46 
597 23.9468 10.142 0.558074 0.0147395 0.46 
598 3.10754 2.03585 0.507612 0.0301809 0.46 
599 6.71245 14.8202 0.509772 0.0175644 0.46 
600 24.1152 21.8104 0.203137 0.00530244 0.46 
601 27.1278 0.15092 0.140849 0.0274713 0.46 
602 13.6492 20.3317 0.452827 0.0117522 0.46 
603 9.23638 6.54363 0.525754 -0.0100349 0.46 
604 7.80636 6.93554 0.52157 -0.0176873 0.46 
605 9.71284 20.0775 0.40701 0.0136232 0.46 
606 22.4108 16.6562 0.55328 0.00541802 0.46 
607 2.12913 10.5149 0.547453 0.0168974 0.46 
608 27.2731 19.5152 0.435862 0.0637065 0.46 
609 6.36822 21.4376 0.235629 0.00016986 0.46 
610 19.3597 5.87164 0.550412 0.021896 0.46 
611 9.08145 16.669 0.512826 -0.00449141 0.46 
612 1.28547 9.14271 0.547299 0.0161363 0.46 
613 5.40334 16.3362 0.511905 0.022557 0.46 
614 23.1253 17.1506 0.540146 0.0250561 0.46 
615 18.4484 17.4559 0.515767 -0.046039 0.46 
616 18.3161 9.34658 0.54813 0.00600222 0.46 
617 27.2098 21.0526 0.246017 0.02475 0.46 
618 13.4671 17.7107 0.524885 0.0265147 0.46 
619 21.5014 17.8354 0.507996 -0.0559628 0.46 
620 19.3983 2.52591 0.472578 0.0335677 0.46 
621 10.9028 20.9553 0.410492 -0.0586214 0.46 
622 12.8884 10.9974 0.544117 -0.00675075 0.46 
623 16.6213 9.23169 0.545564 -0.007333 0.46 
624 22.5097 2.12677 0.338077 -0.0237355 0.46 
625 17.3815 4.40387 0.572704 -0.0391688 0.46 
626 8.76445 19.4509 0.463539 0.0101473 0.46 
627 11.1475 8.86086 0.540859 -0.0142776 0.46 
628 8.44717 10.0371 0.539779 -0.00109772 0.46 
629 5.17373 12.9741 0.534043 0.020505 0.46 
630 15.1692 16.6692 0.516096 -0.0122161 0.46 
631 3.01168 2.84682 0.4862 0.0176649 0.46 
632 6.83628 7.39583 0.52512 -0.00676182 0.46 
633 0.653854 15.16 0.526485 0.0182119 0.46 
634 20.1836 15.812 0.545857 -0.0147075 0.46 
635 2.88144 1.71115 0.43475 0.0617806 0.46 
636 20.4116 4.76181 0.532909 0.00353833 0.46 
637 0.702573 21.4268 0.23691 0.012522 0.46 
638 6.57751 4.18129 0.522569 -0.038174 0.46 
639 14.6187 18.7082 0.515255 0.04747 0.46 
640 22.0896 9.50631 0.554755 0.0176071 0.46 
641 5.86158 18.2234 0.474348 0.0104218 0.46 
642 5.56757 13.6462 0.538879 0.014469 0.46 
643 18.6398 16.1652 0.530012 -0.0443798 0.46 
644 27.8485 11.989 0.55307 0.0300153 0.46 
645 6.16576 9.53234 0.542894 0.012752 0.46 
646 23.095 7.99584 0.548573 0.0205322 0.46 
647 27.1355 12.2384 0.55406 0.033587 0.46 
648 17.069 16.4514 0.521202 -0.0577645 0.46 
649 22.0735 10.374 0.556741 0.0153115 0.46 
650 26.4538 7.69753 0.538476 0.0242293 0.46 
651 8.93581 6.86159 0.523831 -0.0115549 0.46 
652 4.10438 20.3246 0.289411 0.0307484 0.46 
653 25.9319 3.93743 0.527463 0.0397621 0.46 
654 3.11305 7.5686 0.547715 0.00991791 0.46 
655 14.4157 5.33782 0.564521 -0.00647537 0.46 
656 21.9132 17.6866 0.516031 -0.0259772 0.46 
657 24.7999 18.6629 0.440529 0.049553 0.46 
658 16.6685 16.642 0.518843 -0.0556191 0.46 
659 15.9475 8.07702 0.550238 -0.0100579 0.46 
660 18.1558 19.2235 0.428973 -0.0766348 0.46 
661 4.85948 3.25696 0.507024 -0.0023755 0.46 
662 3.43896 0.5837 0.347677 0.0122602 0.46 
663 13.5406 18.4431 0.518515 0.0375536 0.46 
664 14.9931 0.905996 0.305904 -0.0137689 0.46 
665 4.15705 3.19545 0.503688 0.00731128 0.46 
666 25.1172 12.1004 0.553398 0.0196718 0.46 
667 16.1254 1.29468 0.299723 -0.0313299 0.46 
668 17.2187 5.86025 0.550546 -0.000837858 0.46 
669 26.2061 6.5962 0.529019 0.0289927 0.46 
670 15.1545 13.6995 0.538318 -0.0126541 0.46 
671 23.0509 3.32521 0.53116 -0.00392574 0.46 
672 3.13484 15.9649 0.515896 -0.00353764 0.46 
673 10.8118 9.95584 0.550042 -0.00742255 0.46 
674 19.9834 7.03067 0.561333 0.0101298 0.46 
675 27.9076 17.5472 0.492156 0.0758483 0.46 
676 4.20599 12.5312 0.530577 0.00931152 0.46 
677 15.192 16.2231 0.513617 -0.0167643 0.46 
678 2.97723 9.50807 0.546173 0.0141442 0.46 
679 3.17544 13.0475 0.552058 0.0334646 0.46 
680 8.37698 10.9133 0.537826 0.00258383 0.46 
681 24.1695 1.01311 0.435943 0.0488375 0.46 
682 9.45013 10.8251 0.547106 -0.00811367 0.46 
683 27.0107 3.53209 0.513853 0.025889 0.46 
684 15.9822 15.7758 0.514428 -0.0345655 0.46 
685 19.1632 20.3176 0.40201 0.0123882 0.46 
686 10.1093 6.7829 0.534841 -0.0133901 0.46 
687 4.93732 19.0698 0.416449 0.0103913 0.46 
688 1.00302 9.47283 0.547564 0.0169523 0.46 
689 27.3005 14.4137 0.532905 0.037453 0.46 
690 21.2508 16.8365 0.538375 0.000332793 0.46 
691 2.83876 7.91044 0.546052 0.0106992 0.46 
692 19.8132 9.40342 0.553534 0.0102636 0.46 
693 16.5887 11.4904 0.543788 -0.0157072 0.46 
694 8.91784 13.1534 0.536529 0.00782177 0.46 
695 1.98805 15.9143 0.51065 0.00703618 0.46 
696 1.82395 21.0345 0.262953 0.0257645 0.46 
697 15.3001 9.18158 0.546955 -0.010707 0.46 
698 22.0692 10.8056 0.56166 0.0147569 0.46 
699 6.86563 15.7194 0.517109 0.0253863 0.46 
700 1.00839 17.8911 0.482751 0.0515301 0.46 
701 0.132575 5.38564 0.519609 0.0330117 0.46 
702 0.776914 19.0951 0.482032 0.080449 0.46 
703 0.759546 14.7233 0.531713 0.017049 0.46 
704 4.63419 7.44917 0.537498 -0.00108881 0.46 
705 19.629 0.981786 0.424218 0.0282656 0.46 
706 17.2465 19.2069 0.517909 -0.0497008 0.46 
707 0.469437 0.199114 0.238698 -0.0128135 0.46 
708 22.7985 16.4569 0.556742 0.0191332 0.46 
709 10.4814 17.1542 0.510848 0.00119405 0.46 
710 11.1075 13.1961 0.535963 0.000288335 0.46 
711 3.24668 13.8349 0.545929 0.0212979 0.46 
712 25.2202 12.5238 0.547137 0.0202729 0.46 
713 5.10424 18.6261 0.454105 -0.000345573 0.46 
714 8.24392 14.5764 0.514702 0.00092877 0.46 
715 8.64383 7.17413 0.519489 -0.00848424 0.46 
716 18.7061 12.9006 0.556927 -0.0176471 0.46 
717 22.2365 13.2006 0.564351 0.00973422 0.46 
718 9.58076 2.62077 0.534155 -0.0325981 0.46 
719 3.69496 18.146 0.494948 -0.0385471 0.46 
720 5.30193 18.0766 0.512715 -0.0221151 0.46 
721 16.0768 12.9777 0.541173 -0.0162117 0.46 
722 23.4499 18.7582 0.43012 0.00968808 0.46 
723 27.4488 3.50252 0.50518 0.0190165 0.46 
724 0.7301 1.00795 0.388406 0.0148628 0.46 
725 8.17393 4.28212 0.52317 -0.0391227 0.46 
726 22.4772 15.3464 0.565945 0.0171112 0.46 
727 6.08441 7.52532 0.533427 0.00038846 0.46 
728 15.6347 0.547812 0.250126 -0.00711823 0.46 
729 22.5014 14.4803 0.570115 0.0179441 0.46 
730 6.42568 0.955948 0.480969 -0.0364737 0.46 
731 24.0278 14.9427 0.576261 0.0495159 0.46 
732 20.498 16.7448 0.535295 -0.0212601 0.46 
733 20.5616 0.562433 0.231582 3.66614e-05 0.46 
734 25.7473 19.9307 0.360715 0.0130364 0.46 
735 1.19081 19.8815 0.463532 0.0837188 0.46 
736 1.79385 0.182593 0.248846 -0.0208283 0.46 
737 23.7633 5.24407 0.521815 0.0104966 0.46 
738 9.71816 5.54069 0.51941 -0.0113185 0.46 
739 19.7329 4.3763 0.517599 0.0156865 0.46 
740 13.5457 10.6322 0.544075 -0.00838159 0.46 
741 19.8817 7.74094 0.548144 0.00712531 0.46 
742 3.8548 2.07973 0.512603 0.0182997 0.46 
743 24.8841 5.72751 0.523233 0.0236985 0.46 
744 4.3902 7.80376 0.551428 0.00854551 0.46 
745 12.0625 6.38007 0.539261 -0.0130146 0.46 
746 24.2737 16.4786 0.54802 0.0485548 0.46 
747 5.14635 20.6739 0.269347 -0.00481915 0.46 
748 9.44086 17.7438 0.492868 -0.00379282 0.46 
749 3.99946 6.97062 0.512339 0.000253486 0.46 
750 16.7842 15.3591 0.52171 -0.0441278 0.46 
751 0.859361 11.4187 0.547628 0.0190964 0.46 
752 21.0609 21.8554 0.167318 -0.00546157 0.46 
753 8.10656 21.447 0.254851 0.000306964 0.46 
754 6.29812 13.6977 0.535576 0.0127365 0.46 
755 22.6164 4.05794 0.532307 -0.0118514 0.46 
756 11.5797 3.21793 0.523504 0.0199975 0.46 
757 11.52 4.79494 0.514082 0.0048259 0.46 
758 8.50984 19.1159 0.462434 0.0137685 0.46 
759 25.6393 12.658 0.548419 0.0241256 0.46 
760 16.8774 18.1589 0.526345 -0.0701542 0.46 
761 27.3303 16.027 0.528862 0.0524193 0.46 
762 6.49952 10.6351 0.53922 0.0122245 0.46 
763 11.9961 4.02825 0.522173 0.0277544 0.46 
764 24.2251 9.42064 0.553328 0.0190265 0.46 
765 8.76568 21.0279 0.324175 0.0666091 0.46 
766 20.9805 14.8773 0.559172 -0.00306125 0.46 
767 13.4041 13.6665 0.536447 -0.00581648 0.46 
768 27.8327 21.4299 0.229856 0.0198605 0.46 
769 19.2743 21.0716 0.223372 -0.0268097 0.46 
770 15.7547 2.45814 0.508761 -0.0044725 0.46 
771 9.00497 17.825 0.489128 -0.00559786 0.46 
772 27.5624 7.55883 0.549073 0.0030928 0.46 
773 17.8515 1.32646 0.378519 -0.0376953 0.46 
774 19.0459 15.9854 0.533838 -0.0383763 0.46 
775 18.6059 13.3332 0.552877 -0.0216597 0.46 
776 4.81908 12.7209 0.540067 0.0196885 0.46 
777 26.9652 1.68086 0.433413 -0.00267209 0.46 
778 25.9718 5.42805 0.525531 0.0324983 0.46 
779 0.0178781 21.8125 0.213157 0.0100279 0.46 
780 13.3717 1.03337 0.383869 0.0740244 0.46 
781 4.17309 14.8498 0.532709 0.0048209 0.46 
782 22.0654 20.3153 0.3106 -0.0229653 0.46 
783 15.7824 3.18315 0.538281 -0.0110306 0.46 
784 23.5621 20.6503 0.262622 0.00598929 0.46 
785 1.83043 2.83175 0.479158 0.00459582 0.46 
786 19.8213 8.96849 0.553373 0.0114591 0.46 
787 6.96688 9.12673 0.544762 0.00307851 0.46 
788 23.6405 10.8445 0.565936 0.00709891 0.46 
789 7.63877 3.70671 0.527938 -0.0497988 0.46 
790 21.2424 13.7901 0.565534 -0.0017181 0.46 
791 24.3305 1.75077 0.455035 0.00766447 0.46 
792 24.9455 17.4785 0.51676 0.0595082 0.46 
793 23.3662 20.2657 0.30231 0.00177284 0.46 
794 23.2661 8.85391 0.54622 0.0211949 0.46 
795 20.3134 12.8715 0.564707 -0.00164776 0.46 
796 10.1679 14.9181 0.526942 0.000160231 0.46 
797 10.778 14.434 0.533906 0.00163099 0.46 
798 26.5016 16.2653 0.526735 0.0498446 0.46 
799 19.9867 12.5853 0.563441 -0.00170459 0.46 
800 7.41558 13.495 0.533747 0.0184274 0.46 
801 6.52754 2.52134 0.516265 -0.0702169 0.46 
802 14.2046 2.68696 0.513454 0.0237129 0.46 
803 19.1048 17.9662 0.505126 -0.0455205 0.46 
804 22.1775 18.4088 0.453835 -0.0298463 0.46 
805 20.1429 11.7676 0.561101 0.00220451 0.46 
806 24.1877 6.76163 0.533111 0.020805 0.46 
807 0.96292 3.00945 0.478873 0.00531099 0.46 
808 8.11276 19.9148 0.500422 0.0192996 0.46 
809 23.5647 5.5838 0.520842 0.0137361 0.46 
810 19.5299 4.74741 0.523645 0.0151684 0.46 
811 14.6311 1.98445 0.480135 0.00577989 0.46 
812 17.935 4.33418 0.476276 0.0633545 0.46 
813 9.36806 18.9244 0.469699 -0.00163614 0.46 
814 26.9301 10.1949 0.560068 0.0264517 0.46 
815 6.46561 15.5556 0.516518 0.0279879 0.46 
816 8.12766 5.45219 0.518425 -0.0237505 0.46 
817 12.0623 5.56742 0.573499 0.0507165 0.46 
818 15.2186 1.28238 0.309657 -1.27945e-05 0.46 
819 27.0953 1.28993 0.408484 -0.00774274 0.46 
820 10.5066 20.2095 0.40395 -0.0473907 0.46 
821 25.9619 6.97599 0.53069 0.0290729 0.46 
822 16.1223 20.6064 0.290844 -0.0747315 0.46 
823 27.398 21.4328 0.225879 0.0183081 0.46 
824 6.06014 14.9536 0.533935 0.0276655 0.46 
825 17.0247 16.8762 0.519096 -0.0623643 0.46 
826 1.56602 11.1863 0.5476 0.0177813 0.46 
827 2.25837 7.39974 0.550429 0.0158046 0.46 
828 26.6537 13.8478 0.535323 0.0424475 0.46 
829 13.6405 17.3065 0.527307 0.0254698 0.46 
830 12.8978 10.2335 0.544894 -0.00789244 0.46 
831 27.2018 14.8467 0.532192 0.0394223 0.46 
832 5.20008 8.08574 0.558545 0.00580538 0.46 
833 13.9107 17.642 0.52546 0.027273 0.46 
834 22.7351 17.342 0.529856 0.00860681 0.46 
835 6.71275 12.5985 0.53585 0.0148941 0.46 
836 18.4941 1.76688 0.427948 0.000727433 0.46 
837 0.72843 16.3331 0.500458 0.0253315 0.46 
838 8.55288 13.3591 0.530568 0.00290333 0.46 
839 4.78424 15.4598 0.525818 -0.000556854 0.46 
840 15.3479 17.4618 0.483544 0.0036133 0.46 
841 0.391235 0.623349 0.338927 -0.00905652 0.46 
842 24.2296 20.2626 0.30504 0.024379 0.46 
843 19.3293 5.11749 0.53494 0.0179978 0.46 
844 11.5057 13.2291 0.536551 0.00248624 0.46 
845 3.55307 18.5557 0.486311 -0.0488036 0.46 
846 0.102898 17.0973 0.492733 0.0720353 0.46 
847 27.761 6.88817 0.513815 0.0304405 0.46 
848 13.3229 7.20661 0.555459 -0.00785382 0.46 
849 3.38505 3.10114 0.495713 0.0126989 0.46 
850 5.9347 21.4383 0.229114 0.00656319 0.46 
851 13.9794 10.6453 0.543501 -0.00900939 0.46 
852 12.733 21.8163 0.175389 -0.00504564 0.46 
853 9.54088 0.982661 0.582432 -0.0572809 0.46 
854 11.359 3.5789 0.520342 0.0131012 0.46 
855 14.1981 6.47646 0.565878 -0.00853345 0.46 
856 20.6062 1.74269 0.418913 0.039084 0.46 
857 0.448042 14.4226 0.533658 0.0220975 0.46 
858 23.5093 21.4243 0.209467 0.00372863 0.46 
859 2.5568 8.2411 0.546167 0.0131515 0.46 
860 3.2605 9.1721 0.546152 0.0129721 0.46 
861 8.49202 2.86861 0.530244 -0.064177 0.46 
862 3.9653 15.7194 0.523286 -0.00279727 0.46 
863 17.5478 18.2329 0.503508 -0.092854 0.46 
864 5.63029 11.4427 0.537518 0.0181345 0.46 
865 26.5986 15.8393 0.537565 0.0510309 0.46 
866 3.82739 2.50627 0.49651 0.0204639 0.46 
867 25.9015 21.061 0.242097 -0.00731526 0.46 
868 17.9961 12.7617 0.553823 -0.0251834 0.46 
869 13.7638 3.39891 0.528701 0.0275302 0.46 
870 20.269 19.8142 0.341366 -0.0899458 0.46 
871 17.0532 10.7517 0.54536 -0.011712 0.46 
872 4.61018 2.54932 0.51136 -0.000285531 0.46 
873 18.9512 0.190028 0.204818 0.013235 0.46 
874 18.2229 8.90936 0.554689 0.00590435 0.46 
875 12.6569 21.0093 0.419969 0.0283993 0.46 
876 0.963775 20.2698 0.462489 0.0703823 0.46 
877 16.219 17.2717 0.514697 -0.0516105 0.46 
878 22.8564 9.09264 0.551396 0.0192303 0.46 
879 0.145783 4.60375 0.519757 0.0221815 0.46 
880 23.6896 21.8107 0.197383 0.00214179 0.46 
881 22.4667 9.73756 0.556037 0.0194418 0.46 
882 21.9197 5.88024 0.557563 0.00726264 0.46 
883 16.8068 7.35545 0.549264 -0.0037352 0.46 
884 19.8288 15.5809 0.545541 -0.0204524 0.46 
885 21.2505 3.25717 0.529699 0.00466388 0.46 
886 6.90764 16.1624 0.513772 0.0214731 0.46 
887 8.80983 6.43818 0.523383 -0.0138181 0.46 
888 14.2038 3.43933 0.531689 0.0182612 0.46 
889 16.4621 2.84475 0.545398 -0.0231596 0.46 
890 16.5785 5.4511 0.565799 -0.0208523 0.46 
891 4.21997 7.37019 0.537913 -0.000368445 0.46 
892 27.0642 10.6237 0.557984 0.0275808 0.46 
893 24.5765 11.5494 0.563282 0.0106592 0.46 
894 13.0947 7.57898 0.551539 -0.0101936 0.46 
895 14.4201 19.1172 0.523423 0.0559865 0.46 
896 13.3384 5.66718 0.571374 0.00357975 0.46 
897 20.0508 19.471 0.359097 -0.121773 0.46 
898 26.8952 11.3823 0.557124 0.02935 0.46 
899 0.00299 7.68222 0.54505 0.02402 0.46 
900 3.13012 18.6755 0.48611 -0.0589572 0.46 
901 12.2623 18.716 0.518506 0.0206305 0.46 
902 14.395 11.4167 0.541446 -0.00933395 0.46 
903 15.91 2.08687 0.442296 -0.0155404 0.46 
904 19.4444 15.7923 0.540167 -0.0298463 0.46 
905 9.89077 19.589 0.474872 0.00223854 0.46 
906 23.2156 0.578955 0.2264 -0.0127841 0.46 
907 15.5175 8.81354 0.548122 -0.0106695 0.46 
908 23.7516 21.0359 0.232835 0.0104862 0.46 
909 9.00343 12.2922 0.537144 0.00221422 0.46 
910 19.0402 3.99633 0.495804 0.0287566 0.46 
911 4.09488 11.7188 0.53983 0.0158859 0.46 
912 16.8436 10.3672 0.544564 -0.0104149 0.46 
913 15.2709 11.4433 0.541187 -0.0114646 0.46 
914 7.8653 3.33752 0.51576 -0.0669651 0.46 
915 24.3511 18.7068 0.438081 0.0332801 0.46 
916 7.77209 13.735 0.531995 0.0140247 0.46 
917 24.2092 5.28236 0.521409 0.0150019 0.46 
918 11.0752 7.99133 0.54466 -0.0164369 0.46 
919 12.2135 4.41373 0.520639 0.0343679 0.46 
920 23.3472 11.5166 0.59551 0.0409834 0.46 
921 16.7035 2.06715 0.381145 -0.0355701 0.46 
922 15.7103 11.4582 0.541398 -0.0130102 0.46 
923 26.7039 7.34553 0.537709 0.0273932 0.46 
924 24.0039 14.0749 0.576706 0.0517371 0.46 
925 16.1719 10.7206 0.543254 -0.0118671 0.46 
926 13.2863 18.112 0.522205 0.0278244 0.46 
927 16.1518 5.42663 0.56594 -0.0197433 0.46 
928 16.7834 19.959 0.481861 -0.0367545 0.46 
929 26.7747 21.0575 0.244118 0.0178809 0.46 
930 7.05131 21.059 0.262065 -0.0127795 0.46 
931 24.5959 3.84423 0.528692 0.0133815 0.46 
932 23.466 7.0199 0.538236 0.0279022 0.46 
933 12.3448 0.176457 0.184295 -0.00148049 0.46 
934 13.1187 2.18815 0.502053 0.0610142 0.46 
935 19.2439 3.62977 0.493243 0.0304932 0.46 
936 5.24183 12.0997 0.534749 0.0199301 0.46 
937 5.06353 9.9665 0.5417 0.0109083 0.46 
938 7.40327 6.79707 0.519445 -0.0183617 0.46 
939 10.2685 3.04875 0.52286 -0.00665867 0.46 
940 15.8266 13.3424 0.543575 -0.015255 0.46 
941 2.65212 2.56434 0.49273 0.00500171 0.46 
942 2.232 0.204165 0.250019 0.0212673 0.46 
943 27.5007 1.19575 0.393828 -0.0116114 0.46 
944 21.0913 17.7296 0.495684 -0.000416586 0.46 
945 19.5896 2.15054 0.4542 0.0378277 0.46 
946 0.574025 17.9188 0.487466 0.0670382 0.46 
947 27.6346 3.10852 0.490129 0.00918617 0.46 
948 14.4228 9.90184 0.544942 -0.0100745 0.46 
949 0.536359 5.37362 0.512758 0.0252248 0.46 
950 21.7697 6.5927 0.561473 0.0120562 0.46 
951 21.2882 5.48824 0.54007 0.0264411 0.46 
952 17.9053 7.76046 0.54757 0.00909847 0.46 
953 10.4984 19.0435 0.477214 -0.0169619 0.46 
954 7.29124 10.2215 0.540468 0.00566459 0.46 
955 24.4213 20.6484 0.249504 0.0290901 0.46 
956 24.4837 12.6754 0.537898 0.0107918 0.46 
957 16.1768 19.7738 0.584791 -0.0477703 0.46 
958 22.494 0.176747 0.211131 -0.00520947 0.46 
959 15.435 0.91917 0.28748 -0.00786341 0.46 
960 12.9157 14.4228 0.535441 -0.00167583 0.46 
961 13.9998 19.1557 0.520503 0.0562199 0.46 
962 17.842 5.47304 0.560972 0.0471874 0.46 
963 1.28099 11.5168 0.547005 0.0178936 0.46 
964 1.19701 17.4005 0.485835 0.0181105 0.46 
965 21.9565 4.39868 0.536166 -0.00610936 0.46 
