ITEM: TIMESTEP
300000
ITEM: NUMBER OF ATOMS
3689
ITEM: BOX BOUNDS pp ff pp
0.0000000000000000e+00 2.8000000000000000e+01
-5.0000000000000000e+00 2.7000000000000000e+01
-1.0000000000000000e+00 1.0000000000000000e+00
ITEM: ATOMS id x y vx vy diameter 
469 8.78814 10.0664 0.79181 0.0155745 0.46 
470 0.550419 8.45696 0.799225 0.0218815 0.46 
471 17.1504 14.9852 0.776353 -0.0171684 0.46 
472 13.3767 7.02562 0.77381 -0.000192281 0.46 
473 3.9932 20.2505 0.43608 0.0104847 0.46 
474 19.4894 3.99654 0.650765 -0.0261748 0.46 
475 0.185708 14.9757 0.787043 0.0143572 0.46 
476 9.18081 7.36706 0.771382 0.0128735 0.46 
477 23.1348 2.4443 0.511654 -0.00417304 0.46 
478 0.908159 2.86161 0.556951 0.0182198 0.46 
479 12.3691 19.9022 0.511065 0.0101056 0.46 
480 24.9199 3.84397 0.69288 -0.0154823 0.46 
481 18.1893 2.01903 0.462946 -0.0595855 0.46 
482 23.2735 20.9707 0.276499 -0.0146146 0.46 
483 6.65011 0.580905 0.204908 -0.0180994 0.46 
484 9.3407 20.0037 0.517766 0.00428824 0.46 
485 0.564217 10.5803 0.793671 0.00978951 0.46 
486 22.0908 13.0907 0.789552 -0.00550826 0.46 
487 5.91455 16.627 0.771655 0.0266706 0.46 
488 0.1374 11.7826 0.794021 0.00680432 0.46 
489 0.914406 21.4232 0.221302 0.00325619 0.46 
490 3.92301 9.64282 0.795442 0.028975 0.46 
491 16.5053 5.36278 0.730803 0.00105303 0.46 
492 19.0256 9.06505 0.796767 -0.0283425 0.46 
493 6.60055 11.7477 0.797423 0.0288232 0.46 
494 25.5484 8.8863 0.790826 0.00578002 0.46 
495 2.15255 7.00546 0.771039 0.0499523 0.46 
496 15.852 13.7895 0.780158 -0.0164159 0.46 
497 27.5034 3.82353 0.702404 0.0186969 0.46 
498 8.35892 12.161 0.786113 0.0178689 0.46 
499 21.3976 9.11359 0.801545 0.00316357 0.46 
500 27.7761 12.5841 0.793579 0.00682906 0.46 
501 26.4844 6.35257 0.766564 0.00636604 0.46 
502 27.3911 3.38627 0.667713 0.00379199 0.46 
503 5.51618 14.093 0.792877 0.0099552 0.46 
504 23.5802 7.6855 0.786708 0.00433546 0.46 
505 11.0659 10.9014 0.789692 -0.00297321 0.46 
506 2.47163 9.87383 0.793858 0.0339872 0.46 
507 12.2789 0.151707 0.0984605 -0.00603865 0.46 
508 25.0339 6.63504 0.766689 -0.000595357 0.46 
509 27.8218 3.59716 0.68405 0.00600211 0.46 
510 8.88282 0.613793 0.19946 0.00358953 0.46 
511 15.3166 5.68228 0.738302 0.0156076 0.46 
512 2.64185 9.41659 0.795433 0.03425 0.46 
513 3.37407 12.0489 0.794168 0.0345621 0.46 
514 17.4134 15.2888 0.776996 -0.0171164 0.46 
515 6.16738 19.8668 0.52777 0.0285617 0.46 
516 13.6317 5.55238 0.748023 -0.004356 0.46 
517 2.71626 8.46815 0.796868 0.0395552 0.46 
518 23.4986 21.884 0.0688336 -0.0111895 0.46 
519 7.0355 14.2978 0.789655 0.0176095 0.46 
520 21.5693 4.26085 0.678968 0.00368119 0.46 
521 27.2006 19.8206 0.459743 0.0469807 0.46 
522 2.54438 14.1028 0.783851 0.0349635 0.46 
523 4.58044 18.6293 0.6439 0.000657224 0.46 
524 8.40905 21.8358 0.110538 0.00449502 0.46 
525 4.61639 0.958621 0.24153 -0.00211267 0.46 
526 16.0711 21.4414 0.211836 -0.00286614 0.46 
527 1.79284 12.6523 0.793422 0.0230892 0.46 
528 2.34172 2.4056 0.569666 0.0366358 0.46 
529 15.3605 15.4031 0.779562 -0.0138334 0.46 
530 7.65302 1.29276 0.352229 0.00893115 0.46 
531 3.17479 11.297 0.796032 0.0317736 0.46 
532 4.43011 20.2994 0.453893 0.0122954 0.46 
533 16.6159 3.94594 0.669457 0.00301674 0.46 
534 3.18264 10.8766 0.798226 0.033938 0.46 
535 15.0706 8.69865 0.781896 -0.000318605 0.46 
536 17.9021 4.63817 0.717996 -0.0155711 0.46 
537 3.50925 5.6626 0.739839 0.0232186 0.46 
538 1.69037 14.2574 0.787801 0.0223081 0.46 
539 10.2231 10.7147 0.787037 0.00644855 0.46 
540 24.4378 0.548269 0.166569 0.00399129 0.46 
541 6.33439 12.1367 0.793808 0.0258462 0.46 
542 12.3909 18.0823 0.698238 0.0138176 0.46 
543 8.00624 9.10362 0.785685 0.0207168 0.46 
544 11.7133 4.8125 0.741081 -0.032926 0.46 
545 5.31761 6.10081 0.736374 0.0178508 0.46 
546 2.94907 14.8453 0.776238 0.0430114 0.46 
547 7.01149 19.8268 0.522199 0.00890384 0.46 
548 8.19879 0.93835 0.339541 -0.0112402 0.46 
549 21.954 18.1854 0.657937 -0.0206751 0.46 
550 27.5152 20.6042 0.39842 0.0252174 0.46 
551 27.5767 1.7376 0.465842 0.0244437 0.46 
552 6.43585 10.1445 0.795566 0.0286115 0.46 
553 6.49794 12.8789 0.789995 0.0277799 0.46 
554 14.3942 12.1224 0.786698 -0.0135755 0.46 
555 3.05546 8.25019 0.791223 0.0359236 0.46 
556 11.5749 12.0826 0.786636 0.00463497 0.46 
557 19.9819 2.59352 0.525147 -0.0148758 0.46 
558 15.9678 6.21412 0.756222 -0.00301678 0.46 
559 6.58607 14.5223 0.785017 0.0222677 0.46 
560 25.3217 10.0036 0.793294 0.00268646 0.46 
561 26.0646 9.95274 0.791908 0.00571923 0.46 
562 1.51569 9.88477 0.801503 0.0342827 0.46 
563 14.8245 19.8714 0.443215 0.0384231 0.46 
564 4.55147 17.3159 0.731063 0.0157507 0.46 
565 3.33609 12.9434 0.798577 0.0343859 0.46 
566 27.6285 11.1375 0.794048 0.00565273 0.46 
567 7.45018 2.64006 0.57993 0.00296898 0.46 
568 0.172167 8.59634 0.79591 0.0142962 0.46 
569 26.2114 3.79966 0.702561 -0.0142803 0.46 
570 20.8873 19.8326 0.514321 0.0223919 0.46 
571 19.918 5.39722 0.73627 -0.031401 0.46 
572 8.8122 16.1159 0.774919 0.0122425 0.46 
573 8.24954 7.84442 0.770938 0.0179927 0.46 
574 17.1317 0.541831 0.186663 -0.0065278 0.46 
575 22.532 13.1174 0.791195 -0.00444559 0.46 
576 6.06098 13.5034 0.785955 0.0203291 0.46 
577 19.7992 0.981157 0.340112 -0.0229892 0.46 
578 26.5682 12.8137 0.799072 0.000768714 0.46 
579 11.3113 4.88018 0.743866 -0.00457315 0.46 
580 17.4594 6.27712 0.762336 -0.0123634 0.46 
581 4.68083 21.4956 0.133797 0.00534359 0.46 
582 4.86826 11.461 0.796824 0.0239277 0.46 
583 16.4225 14.9716 0.779633 -0.0272366 0.46 
584 24.8508 4.25729 0.711777 -0.00748953 0.46 
585 0.542577 4.75255 0.731447 -0.00358748 0.46 
586 16.5947 17.2424 0.746822 -0.00817608 0.46 
587 25.6155 5.33685 0.743167 -0.00581126 0.46 
588 9.87605 9.06637 0.785491 0.00437989 0.46 
589 4.08108 13.4055 0.779652 0.0327776 0.46 
590 10.4377 20.6827 0.34018 0.0254828 0.46 
591 15.7479 15.0997 0.777453 -0.0220585 0.46 
592 9.30179 17.6273 0.74488 -0.017809 0.46 
593 11.8059 9.50267 0.786032 -0.00442546 0.46 
594 7.54469 15.2934 0.775666 0.0217574 0.46 
595 10.0226 6.79081 0.761069 -0.000388091 0.46 
596 0.168445 19.3888 0.562113 0.0308875 0.46 
597 2.89321 10.1693 0.797672 0.0335131 0.46 
598 5.58776 2.61971 0.577441 -0.00736218 0.46 
599 13.6193 14.9969 0.773328 -0.0186964 0.46 
600 24.4833 21.4309 0.219901 0.0217182 0.46 
601 24.5927 0.16482 0.0961184 0.0016739 0.46 
602 14.4977 20.2571 0.403497 0.0654743 0.46 
603 15.6207 6.43709 0.761454 0.00814991 0.46 
604 14.8823 7.14104 0.786505 0.0177912 0.46 
605 10.2367 19.9499 0.492381 0.00845743 0.46 
606 0.0665151 16.8976 0.748779 0.0463482 0.46 
607 9.07053 10.851 0.792152 0.0130193 0.46 
608 0.966126 19.5065 0.547966 -0.00803037 0.46 
609 4.25026 21.4741 0.119957 -0.0195585 0.46 
610 25.1878 5.37299 0.744212 -0.00382863 0.46 
611 13.8374 17.5459 0.77648 -0.0134227 0.46 
612 8.28402 9.4262 0.786257 0.0196474 0.46 
613 11.0485 16.5762 0.770707 0.0329808 0.46 
614 27.3628 17.5974 0.716619 0.0435654 0.46 
615 23.0833 17.4581 0.689129 0.0294995 0.46 
616 25.1525 9.065 0.792057 0.00593502 0.46 
617 25.7816 21.0164 0.292381 0.0092358 0.46 
618 18.1173 17.7724 0.70772 -0.0062225 0.46 
619 25.4448 17.8343 0.709766 0.0114362 0.46 
620 21.2816 2.31185 0.52407 0.0272142 0.46 
621 9.5985 21.1021 0.283768 0.0145755 0.46 
622 19.9571 11.0213 0.789717 -0.0103644 0.46 
623 23.4001 9.47428 0.792675 -0.0012873 0.46 
624 25.0846 2.22221 0.449781 -0.00835877 0.46 
625 22.3448 4.89936 0.722362 0.0328851 0.46 
626 9.47747 19.5953 0.55504 0.00683287 0.46 
627 18.1345 8.70915 0.793931 -0.0176356 0.46 
628 15.3606 9.99163 0.790412 -0.00667575 0.46 
629 12.2014 13.2219 0.781763 0.00388295 0.46 
630 20.7627 16.4577 0.751524 -0.0159247 0.46 
631 7.30298 3.79148 0.654839 0.028442 0.46 
632 13.7589 7.23243 0.787416 -0.0112628 0.46 
633 6.83664 15.094 0.78086 0.0111917 0.46 
634 26.7805 15.6239 0.781374 0.0134768 0.46 
635 3.83062 1.76432 0.434826 0.00823412 0.46 
636 25.5314 4.62452 0.707749 -0.0264013 0.46 
637 1.97753 21.0424 0.294664 0.00364991 0.46 
638 11.8482 4.41095 0.734167 -0.0378524 0.46 
639 19.7351 17.7476 0.684428 -0.00296878 0.46 
640 1.33751 9.49616 0.799006 0.0368963 0.46 
641 8.57448 18.6304 0.656107 -0.00851016 0.46 
642 12.6695 13.7374 0.776384 -0.0023072 0.46 
643 24.4216 16.214 0.789331 0.0305503 0.46 
644 6.77079 12.1231 0.793378 0.0309391 0.46 
645 13.3897 9.93061 0.789219 -0.0152084 0.46 
646 2.15795 7.92568 0.780548 0.0506791 0.46 
647 5.78374 12.3551 0.785536 0.0271378 0.46 
648 22.9244 16.7307 0.73214 0.0191536 0.46 
649 1.10908 9.96719 0.796642 0.0210257 0.46 
650 4.47232 7.83448 0.775379 0.0300916 0.46 
651 16.0655 7.07914 0.775537 -0.00235416 0.46 
652 5.32431 19.9088 0.531835 0.0469799 0.46 
653 2.40814 4.21353 0.702819 0.0391389 0.46 
654 9.80433 7.91671 0.770218 0.00122776 0.46 
655 20.4116 5.40195 0.739189 -0.0382075 0.46 
656 26.1399 17.4578 0.724455 0.0178859 0.46 
657 27.008 19.0395 0.627977 0.0609028 0.46 
658 22.6116 16.4484 0.762167 -0.00568759 0.46 
659 22.6172 8.48403 0.780946 -0.010344 0.46 
660 21.0088 19.005 0.614584 0.00727792 0.46 
661 8.06145 3.44197 0.613611 0.0210601 0.46 
662 2.98312 0.529338 0.151856 0.00408359 0.46 
663 16.8563 18.5682 0.624203 0.00325837 0.46 
664 13.755 1.01057 0.294656 -0.0419287 0.46 
665 8.01395 3.83341 0.661329 0.0360273 0.46 
666 3.70613 12.716 0.798583 0.0250545 0.46 
667 14.5561 1.03312 0.329677 0.0131071 0.46 
668 23.7918 6.43956 0.764611 -0.00523213 0.46 
669 4.7762 6.71213 0.749532 0.0240568 0.46 
670 21.5898 13.8228 0.788237 -0.00672327 0.46 
671 26.9655 3.39307 0.655826 0.00127601 0.46 
672 9.47476 15.634 0.782047 0.0143929 0.46 
673 17.9996 9.82879 0.798567 -0.0175881 0.46 
674 26.8925 6.5643 0.764427 0.00206256 0.46 
675 4.72014 17.7002 0.728697 0.0155323 0.46 
676 11.3097 12.4663 0.785561 0.00364507 0.46 
677 21.0432 16.1042 0.749853 -0.0136576 0.46 
678 9.82849 9.84852 0.787205 0.00597658 0.46 
679 9.95878 13.2187 0.79307 0.0213073 0.46 
680 15.9553 11.0009 0.793157 -0.01167 0.46 
681 25.4711 0.998377 0.303478 -0.00648013 0.46 
682 16.6654 10.8506 0.79685 -0.0111084 0.46 
683 3.20991 3.58317 0.664231 0.00681662 0.46 
684 22.5989 15.7034 0.762777 0.00757713 0.46 
685 18.5346 20.2913 0.528621 -0.0278292 0.46 
686 17.1073 6.48513 0.767365 -0.00763658 0.46 
687 7.7643 18.5885 0.660626 0.0101524 0.46 
688 7.87439 9.53588 0.784987 0.0204355 0.46 
689 5.85406 14.3626 0.791101 0.0130894 0.46 
690 27.5668 16.4264 0.76017 0.0368995 0.46 
691 9.86981 8.32323 0.785253 0.000351668 0.46 
692 26.7071 8.99878 0.788594 0.00868717 0.46 
693 23.876 11.6708 0.797207 0.00357329 0.46 
694 15.4635 13.6455 0.78081 -0.0150042 0.46 
695 8.11767 15.8556 0.776923 0.0149681 0.46 
696 0.698544 21.0533 0.30519 -0.0180543 0.46 
697 22.2331 9.24288 0.800072 0.00239727 0.46 
698 0.750501 10.1594 0.790332 0.00882328 0.46 
699 13.5623 15.6545 0.784918 -0.00170989 0.46 
700 5.5274 17.4441 0.751993 0.0212262 0.46 
701 5.98984 5.87105 0.741768 0.0228392 0.46 
702 3.59835 18.9691 0.633038 0.0450204 0.46 
703 7.26298 14.9882 0.782914 0.0182767 0.46 
704 11.3375 8.01751 0.774673 -0.00810221 0.46 
705 20.6398 0.969505 0.335851 -0.00756816 0.46 
706 17.9816 19.8392 0.533471 -0.0211315 0.46 
707 25.9466 0.16463 0.0983534 -0.00186682 0.46 
708 0.490167 17 0.742293 0.039316 0.46 
709 15.2115 17.4479 0.747246 -0.01361 0.46 
710 17.8956 13.2076 0.787891 -0.0180311 0.46 
711 9.77695 14.0438 0.793782 0.0188702 0.46 
712 3.54129 13.3308 0.789993 0.0408406 0.46 
713 8.97233 18.3412 0.692885 0.0183892 0.46 
714 14.6315 15.0897 0.774561 -0.00504896 0.46 
715 15.6854 7.24385 0.7775 0.00262498 0.46 
716 25.8175 12.7507 0.796339 0.00909979 0.46 
717 0.832639 13.2676 0.793799 0.0177698 0.46 
718 10.7438 2.37296 0.526779 0.0241131 0.46 
719 8.09697 17.8088 0.739811 0.00914129 0.46 
720 9.47539 17.9838 0.71136 0.00384475 0.46 
721 22.9757 13.1518 0.790474 -0.00369316 0.46 
722 26.3723 18.6702 0.667357 0.032118 0.46 
723 3.60069 3.72738 0.664443 0.020772 0.46 
724 0.881451 0.952019 0.315977 0.0120458 0.46 
725 13.0587 4.55691 0.749234 0.00637735 0.46 
726 1.2703 15.1849 0.770725 0.0238074 0.46 
727 12.4436 7.7944 0.769502 -0.00961628 0.46 
728 11.8547 0.160611 0.102408 -0.008889 0.46 
729 1.26775 14.3515 0.789599 0.0179215 0.46 
730 6.51211 0.95559 0.281225 0.00305093 0.46 
731 2.7644 14.4704 0.779671 0.0402817 0.46 
732 26.6417 16.3508 0.773417 0.0175974 0.46 
733 20.4152 0.57494 0.243967 0.00486047 0.46 
734 26.7698 19.8417 0.460253 0.0370981 0.46 
735 2.46986 19.8331 0.515017 0.038531 0.46 
736 27.3721 0.14891 0.0955397 -0.00225846 0.46 
737 0.842977 4.49381 0.7413 0.00850629 0.46 
738 14.8818 4.82021 0.702949 -0.00754267 0.46 
739 24.4599 4.33109 0.711676 -0.00227337 0.46 
740 20.5763 10.6633 0.786998 -0.0106852 0.46 
741 26.5466 7.2369 0.768712 0.00409741 0.46 
742 4.25494 1.76819 0.424911 -0.00110611 0.46 
743 2.63811 5.60328 0.746278 0.0414702 0.46 
744 10.9801 8.19643 0.776577 -0.00948009 0.46 
745 18.5986 6.53024 0.766602 -0.0217182 0.46 
746 2.2261 16.4681 0.75579 0.0361706 0.46 
747 4.52436 20.6769 0.373141 0.0403651 0.46 
748 13.1343 18.322 0.684245 -0.0228642 0.46 
749 10.7294 7.27049 0.761509 -0.0128688 0.46 
750 23.4127 15.0916 0.781091 0.015506 0.46 
751 7.76921 11.6881 0.793521 0.00836245 0.46 
752 18.3675 21.8468 0.0871172 -0.00428517 0.46 
753 6.39231 21.4412 0.262251 0.0218151 0.46 
754 13.4525 13.4144 0.779453 -0.0178182 0.46 
755 25.6848 3.40749 0.617054 0.00594033 0.46 
756 14.1512 2.85348 0.589331 -0.0279292 0.46 
757 16.2482 4.42279 0.698025 0.0144795 0.46 
758 10.505 19.1927 0.5691 0.0234008 0.46 
759 4.11497 12.5274 0.792763 0.0199486 0.46 
760 21.3335 17.8705 0.669373 0.0149068 0.46 
761 5.17398 15.963 0.761107 0.00814573 0.46 
762 13.6356 10.7407 0.784375 -0.0105429 0.46 
763 15.8475 3.71677 0.658547 0.0331625 0.46 
764 2.90046 9.06839 0.792744 0.0329178 0.46 
765 7.30564 21.0396 0.402963 -0.00109487 0.46 
766 27.3945 14.9084 0.787593 0.0147341 0.46 
767 20.1352 13.5828 0.793298 -0.00436693 0.46 
768 26.539 21.4336 0.163434 0.00467071 0.46 
769 20.5964 20.6517 0.368007 0.033135 0.46 
770 19.208 2.75402 0.537383 -0.0348763 0.46 
771 12.731 18.3136 0.661498 0.0267226 0.46 
772 5.97121 7.78144 0.774631 0.00926419 0.46 
773 20.196 1.77369 0.465759 -0.0046877 0.46 
774 24.7081 15.8536 0.776742 0.0169021 0.46 
775 25.3989 12.9538 0.798465 0.0112551 0.46 
776 11.8409 12.8879 0.785596 0.00811637 0.46 
777 0.891573 1.7363 0.46366 0.0148699 0.46 
778 3.70183 5.31266 0.727481 0.016657 0.46 
779 25.4764 21.8251 0.0897881 0.00889729 0.46 
780 12.4814 0.892305 0.251665 0.00125777 0.46 
781 10.7748 14.6306 0.788036 0.0280205 0.46 
782 22.9731 19.6553 0.541977 -0.0106855 0.46 
783 20.5343 3.37234 0.624037 -0.00128318 0.46 
784 22.9508 20.7444 0.340959 -0.0116082 0.46 
785 4.1929 2.56292 0.572849 0.00790103 0.46 
786 26.5961 8.55685 0.793858 0.00507301 0.46 
787 14.0243 9.18788 0.779038 -0.00370889 0.46 
788 2.46518 10.7861 0.798825 0.0329338 0.46 
789 12.1421 4.03874 0.675886 -0.031194 0.46 
790 27.6458 13.9104 0.797986 0.013106 0.46 
791 26.3707 1.78533 0.450747 0.0130852 0.46 
792 1.97056 17.6179 0.718169 0.0243041 0.46 
793 22.7751 20.4401 0.386169 -0.0322638 0.46 
794 2.15425 8.72893 0.789284 0.0394838 0.46 
795 26.9934 12.562 0.796188 0.00163248 0.46 
796 16.6933 15.2357 0.778746 -0.0266285 0.46 
797 17.6941 14.413 0.777447 -0.0175288 0.46 
798 3.96127 16.5894 0.745994 0.0377165 0.46 
799 26.9902 12.1507 0.792797 0.0016092 0.46 
800 14.2464 13.267 0.783635 -0.0167389 0.46 
801 8.22147 2.45741 0.546776 -0.0105778 0.46 
802 17.4567 2.8112 0.589806 -0.0145999 0.46 
803 23.3268 17.788 0.688053 0.0283847 0.46 
804 25.1678 18.2238 0.705453 0.0151919 0.46 
805 26.9694 11.2477 0.791713 0.00525816 0.46 
806 2.66944 6.42831 0.762332 0.0407836 0.46 
807 4.19234 3.34298 0.651702 0.00239155 0.46 
808 8.6292 19.9977 0.524766 0.00790795 0.46 
809 0.888659 5.01554 0.717531 0.0200455 0.46 
810 24.0848 4.44485 0.710656 -0.00217928 0.46 
811 16.1221 2.21875 0.484294 0.0336978 0.46 
812 22.2386 4.06953 0.685618 0.0306795 0.46 
813 12.3708 19.0719 0.635728 0.0159645 0.46 
814 5.75685 10.4425 0.797614 0.0257566 0.46 
815 12.9029 15.2747 0.779546 -0.00591916 0.46 
816 14.5208 5.85535 0.759081 0.0120807 0.46 
817 17.6354 4.921 0.719413 -0.0127111 0.46 
818 15.2872 1.42478 0.361773 0.0414514 0.46 
819 0.798805 1.3407 0.359293 0.0202492 0.46 
820 9.34528 20.3903 0.451115 0.00283637 0.46 
821 4.99179 7.1684 0.75845 0.0221625 0.46 
822 14.9509 20.6936 0.370159 0.032713 0.46 
823 26.1297 21.4345 0.174458 0.00491618 0.46 
824 12.7285 14.8313 0.779057 0.0130765 0.46 
825 22.4913 16.8568 0.728248 -0.00791647 0.46 
826 8.47261 11.4305 0.79537 0.0174564 0.46 
827 8.75936 7.37608 0.769996 0.0160958 0.46 
828 5.18066 13.869 0.7813 0.0244809 0.46 
829 18.272 17.3144 0.704293 -0.00383095 0.46 
830 19.9128 10.3378 0.790886 -0.020008 0.46 
831 5.7479 14.7723 0.783918 0.0140016 0.46 
832 11.7443 8.24064 0.77386 -0.00866129 0.46 
833 18.7866 17.2848 0.718297 -0.0033338 0.46 
834 26.9635 17.5358 0.718655 0.0387415 0.46 
835 13.6693 12.3171 0.784829 -0.0151142 0.46 
836 18.3324 1.20916 0.348524 -0.010633 0.46 
837 6.24997 16.228 0.760149 0.0210758 0.46 
838 15.4183 14.0625 0.775737 -0.0154932 0.46 
839 11.1929 15.3539 0.784612 0.0324612 0.46 
840 20.9083 16.8278 0.741774 -0.0114412 0.46 
841 27.6275 0.523371 0.18781 -0.0196565 0.46 
842 22.0456 21.0046 0.30162 -0.0388722 0.46 
843 24.471 5.13021 0.74726 -0.000843017 0.46 
844 18.3337 13.2121 0.788273 -0.0184564 0.46 
845 7.42585 18.0745 0.71216 0.0151933 0.46 
846 4.92177 17.1665 0.743593 0.0157651 0.46 
847 6.31384 7.4497 0.760929 0.0246603 0.46 
848 19.824 7.26362 0.763454 -0.0285023 0.46 
849 8.24317 4.23079 0.689866 0.0421986 0.46 
850 3.82222 21.446 0.139942 -0.0201527 0.46 
851 21.0061 10.6614 0.78855 -0.00791803 0.46 
852 10.1999 21.8483 0.102662 0.0260039 0.46 
853 10.2419 1.24884 0.36525 -0.00764597 0.46 
854 15.0356 3.57857 0.660086 -0.0226781 0.46 
855 20.5809 6.61202 0.765305 -0.0280682 0.46 
856 22.193 1.78814 0.409107 0.0492801 0.46 
857 6.94168 14.7045 0.78771 0.0143295 0.46 
858 22.1938 21.3921 0.208088 -0.0161026 0.46 
859 9.45191 8.29574 0.784124 0.00618238 0.46 
860 10.0177 9.48094 0.786012 0.00436417 0.46 
861 10.9976 3.01887 0.58167 0.00337299 0.46 
862 10.3538 15.4875 0.783194 0.0312681 0.46 
863 20.6625 18.3283 0.658483 -0.00688654 0.46 
864 12.7066 11.7404 0.78356 -0.0060015 0.46 
865 4.36712 16.102 0.768111 0.0158813 0.46 
866 5.20241 2.23262 0.540928 -0.00329726 0.46 
867 24.9215 21.02 0.288062 0.00372411 0.46 
868 24.7077 12.4621 0.799366 0.00440913 0.46 
869 18.6123 3.97585 0.665167 -0.0365146 0.46 
870 19.4364 20.2554 0.528086 -0.000965318 0.46 
871 24.2542 10.4387 0.793295 0.00526836 0.46 
872 7.28968 2.99522 0.59968 0.00975412 0.46 
873 16.1378 0.161738 0.076245 0.011118 0.46 
874 24.7932 8.74471 0.791011 0.00505425 0.46 
875 10.8598 21.0325 0.263009 -0.00148503 0.46 
876 0.518796 20.2424 0.464476 -0.00784622 0.46 
877 21.686 17.0045 0.711147 0.0166404 0.46 
878 1.94345 9.11363 0.791132 0.0329279 0.46 
879 5.64036 4.96608 0.71777 0.00805412 0.46 
880 21.3794 21.8103 0.102625 0.00276493 0.46 
881 1.75848 9.48264 0.798234 0.0346554 0.46 
882 27.6819 5.33801 0.75708 0.0195562 0.46 
883 23.2567 7.9552 0.787443 0.00411978 0.46 
884 26.1632 15.2185 0.783095 -0.00147501 0.46 
885 23.3194 2.83107 0.548468 -0.00845966 0.46 
886 12.7878 16.0315 0.775347 0.0086747 0.46 
887 16.0199 6.66252 0.769498 -0.00324395 0.46 
888 18.7004 3.58142 0.638351 -0.043837 0.46 
889 19.6107 2.69063 0.523635 -0.0315129 0.46 
890 22.9105 6.06062 0.743432 0.00292186 0.46 
891 11.2886 7.61883 0.774289 -0.00966514 0.46 
892 5.90959 10.8397 0.796412 0.0269918 0.46 
893 3.1299 11.723 0.798049 0.0320243 0.46 
894 19.0222 7.19167 0.767966 -0.0312813 0.46 
895 18.4561 18.3631 0.661535 -0.00437935 0.46 
896 19.3074 5.59486 0.746188 -0.0222605 0.46 
897 20.9738 19.4188 0.608988 0.0171745 0.46 
898 5.77082 11.5695 0.796315 0.027935 0.46 
899 6.36263 7.85547 0.77532 0.0250021 0.46 
900 6.03147 18.6426 0.650604 0.0339363 0.46 
901 13.5662 19.4533 0.59461 0.00954117 0.46 
902 21.4635 11.4235 0.788507 -0.00660786 0.46 
903 17.7596 2.04679 0.4762 -0.0385955 0.46 
904 25.8715 15.5468 0.78006 0.000371661 0.46 
905 11.9849 19.4222 0.585384 0.00172243 0.46 
906 23.2705 0.551578 0.165374 0.00655445 0.46 
907 22.3587 8.84771 0.791825 -0.00123795 0.46 
908 22.8835 21.1397 0.259853 -0.00524471 0.46 
909 15.667 12.5455 0.791157 -0.0156891 0.46 
910 23.2852 3.90937 0.6802 -0.00609763 0.46 
911 11.1552 12.0274 0.787219 0.00366234 0.46 
912 23.8558 10.5336 0.792645 0.00218506 0.46 
913 22.4589 11.1877 0.792978 -0.000368414 0.46 
914 10.8583 3.38642 0.615611 0.0112878 0.46 
915 27.4575 18.5902 0.679978 0.0514048 0.46 
916 14.5951 14.2547 0.773524 -0.00978456 0.46 
917 1.90878 5.53297 0.740528 0.0486623 0.46 
918 17.5745 7.62716 0.778965 -0.00960769 0.46 
919 17.6 4.29991 0.698485 -0.00148121 0.46 
920 1.94937 11.3945 0.7918 0.0295144 0.46 
921 16.9916 1.70653 0.447059 0.0111099 0.46 
922 22.7127 11.5366 0.792339 0.00276601 0.46 
923 4.8935 7.92738 0.77568 0.0252295 0.46 
924 2.31817 13.7243 0.79 0.0274208 0.46 
925 23.3068 11.034 0.791888 0.00434572 0.46 
926 17.3536 18.1708 0.676234 -0.010867 0.46 
927 22.4611 6.0433 0.732742 0.0135418 0.46 
928 14.5296 20.6806 0.380781 0.047792 0.46 
929 24.0654 21.4438 0.211332 0.0275645 0.46 
930 6.96945 20.6093 0.450698 0.00989352 0.46 
931 1.15504 3.6102 0.677958 0.0149154 0.46 
932 1.85989 6.71294 0.770659 0.0465501 0.46 
933 9.76892 0.15078 0.0665309 -0.00618432 0.46 
934 15.8074 2.66525 0.602704 0.0343302 0.46 
935 22.6382 3.41177 0.62818 0.0208622 0.46 
936 12.1171 12.4218 0.783642 0.00188022 0.46 
937 12.3176 10.0769 0.783265 -0.00470532 0.46 
938 14.4792 7.03005 0.788515 0.0101289 0.46 
939 13.7359 3.30233 0.621829 -0.0230023 0.46 
940 22.2767 13.4687 0.790477 -0.00549706 0.46 
941 6.73614 3.30507 0.638522 0.0278986 0.46 
942 27.8521 0.149629 0.0853301 0.00578194 0.46 
943 2.05199 1.27064 0.350769 0.0391456 0.46 
944 25.7241 17.4443 0.724475 0.0139059 0.46 
945 20.617 1.77595 0.471009 -0.00666651 0.46 
946 4.53007 18.1205 0.67207 0.0121834 0.46 
947 2.81445 3.11479 0.605048 0.016685 0.46 
948 21.3556 9.88713 0.793087 -0.0035881 0.46 
949 6.46243 5.9017 0.74088 0.0322895 0.46 
950 0.346617 6.22338 0.757503 0.0172315 0.46 
951 26.6449 4.97873 0.719428 0.00188053 0.46 
952 24.9512 7.88554 0.784642 0.00267059 0.46 
953 13.5281 19.0556 0.640542 0.00258707 0.46 
954 14.6346 10.1743 0.789392 -0.00646387 0.46 
955 23.8407 20.4792 0.400815 0.0302768 0.46 
956 2.97465 12.6324 0.791083 0.0348248 0.46 
957 18.1827 19.4454 0.588335 -0.0203018 0.46 
958 19.8746 0.165133 0.0646208 0.0024535 0.46 
